chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr11	78,522,850	78,536,332	13,483	-	3,781	ENSMUSG00000017615.12	protein_coding	21927	Tnfaip1	22.160390610	MGI:MGI:104961	-0.039261040	-2.921403585	0.00449891550058	0.0278553435
chr1	182,467,260	182,517,524	50,265	-	6,345	ENSMUSG00000026509.15	protein_coding	12334	Capn2	12.820300675	MGI:MGI:88264	-0.046265245	-2.920752375	0.00450742911912	0.0278963137
chrX	136,741,824	136,803,355	61,532	+	3,515	ENSMUSG00000087368.7	processed_transcript	436230	BC065397	0.731571395	MGI:MGI:3584520	-0.148034660	-2.920683850	0.00450832585056	0.0278963137
chr4	129,811,219	129,849,978	38,760	+	4,377	ENSMUSG00000028788.14	protein_coding	19244	Ptp4a2	45.215158233	MGI:MGI:1277117	0.057849700	2.920472842	0.00451108817320	0.0279047616
chr9	22,411,513	22,444,681	33,169	+	4,856	ENSMUSG00000036411.10	protein_coding	68283	9530077C05Rik	1.620277505	MGI:MGI:1915533	-0.102519308	-2.919668654	0.00452163014192	0.0279613128
chr15	84,785,381	84,856,049	70,669	-	4,264	ENSMUSG00000016624.15	protein_coding	271305	Phf21b	6.022269763	MGI:MGI:2443812	-0.131620429	-2.919545201	0.00452325047895	0.0279626757
chr13	74,480,054	74,493,970	13,917	-	1,552	ENSMUSG00000069208.9	protein_coding	235956	Zfp825	3.399235574	MGI:MGI:2385315	-0.116116117	-2.919080143	0.00452935923984	0.0279917764
chr16	5,195,289	5,204,012	8,724	-	2,370	ENSMUSG00000023143.10	protein_coding	27426	Nagpa	2.442235859	MGI:MGI:1351598	0.120994266	2.918657695	0.00453491489465	0.0280174420
chr13	41,182,381	41,220,405	38,025	-	3,966	ENSMUSG00000021364.16	protein_coding	54326	Elovl2	13.343778062	MGI:MGI:1858960	0.086771001	2.918284647	0.00453982611515	0.0280391116
chr8	95,017,692	95,045,250	27,559	+	6,905	ENSMUSG00000060470.7	protein_coding	54672	Adgrg3	0.112145074	MGI:MGI:1859670	-0.273649015	-2.918137422	0.00454176568532	0.0280424197
chr5	3,629,777	3,631,722	1,946	-	1,946	ENSMUSG00000104950.1	antisense	74584	4833413G10Rik	1.471424090	MGI:MGI:1921834	-0.143840786	-2.917675490	0.00454785627182	0.0280663126
chr9	107,563,255	107,566,112	2,858	+	1,785	ENSMUSG00000010054.4	protein_coding	80385	Tusc2	36.671454471	MGI:MGI:1931086	0.069233887	2.917630818	0.00454844567148	0.0280663126
chr9	44,767,908	44,793,447	25,540	+	6,416	ENSMUSG00000002031.13	protein_coding	76568	Ift46	7.326318991	MGI:MGI:1923818	-0.063174459	-2.917264380	0.00455328308804	0.0280788133
chr18	70,508,680	70,530,620	21,941	-	4,036	ENSMUSG00000038425.18	protein_coding	26447	Poli	3.107142119	MGI:MGI:1347081	-0.093264581	-2.917307954	0.00455270761247	0.0280788133
chr5	76,183,880	76,209,245	25,366	+	2,588	ENSMUSG00000029234.13	protein_coding	21982	Tmem165	11.734293829	MGI:MGI:894407	0.089062226	2.917009000	0.00455665722111	0.0280866465
chr7	121,986,722	122,021,167	34,446	-	9,769	ENSMUSG00000030872.14	protein_coding	74105	Gga2	4.182128492	MGI:MGI:1921355	-0.080038225	-2.916933729	0.00455765215562	0.0280866465
chr15	83,299,739	83,350,247	50,509	-	3,841	ENSMUSG00000054277.8	protein_coding	66251	Arfgap3	6.410811303	MGI:MGI:1913501	-0.074744643	-2.916849041	0.00455877180248	0.0280866465
chr4	138,394,092	138,396,528	2,437	-	2,437	ENSMUSG00000078235.3	protein_coding	625638	Fam43b	6.558193281	MGI:MGI:3651622	0.105521315	2.916291846	0.00456614473671	0.0281033585
chr5	107,548,967	107,597,888	48,922	-	2,688	ENSMUSG00000029276.13	protein_coding	170823	Glmn	6.756812549	MGI:MGI:2141180	0.080411425	2.916299593	0.00456604214560	0.0281033585
chr9	35,204,206	35,210,954	6,749	-	4,520	ENSMUSG00000039048.15	protein_coding	235169	Foxred1	6.572887917	MGI:MGI:2446262	0.059696577	2.916218783	0.00456711233552	0.0281033585
chr9	108,823,938	108,825,098	1,161	-	1,126	ENSMUSG00000103785.1	processed_transcript	102638470	Gm35025	0.381073403	MGI:MGI:5594184	0.244573279	2.916446159	0.00456410173180	0.0281033585
chr10	127,329,882	127,341,974	12,093	-	4,995	ENSMUSG00000025407.7	protein_coding	14632	Gli1	0.932881995	MGI:MGI:95727	0.134678894	2.915926759	0.00457098160686	0.0281185053
chr8	72,492,934	72,505,499	12,566	+	4,885	ENSMUSG00000097000.2	antisense	100503374	Gm17435	0.462576636	MGI:MGI:4937069	-0.214683284	-2.915077333	0.00458225356401	0.0281791665
chr10	88,091,432	88,146,878	55,447	-	3,594	ENSMUSG00000035365.15	protein_coding	75317	Parpbp	2.618166298	MGI:MGI:1922567	-0.121129805	-2.914775741	0.00458626188125	0.0281951354
chr6	17,636,234	17,666,972	30,739	+	5,890	ENSMUSG00000015733.13	protein_coding	12343	Capza2	33.186664934	MGI:MGI:106222	0.057953865	2.914563247	0.00458908798673	0.0281951533
chr13	58,000,228	58,113,592	113,365	-	7,322	ENSMUSG00000014164.15	protein_coding	100503085	Klhl3	4.870701893	MGI:MGI:2445185	-0.085280167	-2.914620570	0.00458832544939	0.0281951533
chr5	3,845,173	3,866,596	21,424	+	2,951	ENSMUSG00000040367.2	protein_coding	242838	Lrrd1	0.063414789	MGI:MGI:3045299	-0.461866243	-2.913964233	0.00459706331308	0.0282267884
chr17	56,560,965	56,584,512	23,548	-	8,165	ENSMUSG00000042625.16	protein_coding	224902	Safb2	5.052814082	MGI:MGI:2146808	-0.110297653	-2.913976725	0.00459689686540	0.0282267884
chr2	152,293,828	152,313,996	20,169	+	4,171	ENSMUSG00000027465.13	protein_coding	67231	Tbc1d20	14.296338098	MGI:MGI:1914481	0.075281150	2.913196709	0.00460730088126	0.0282809551
chr4	43,058,953	43,264,871	205,919	+	22,746	ENSMUSG00000028456.18	protein_coding	22249	Unc13b	2.177401251	MGI:MGI:1342278	-0.087916059	-2.912208068	0.00462051877832	0.0283405916
chr4	45,395,923	45,408,761	12,839	-	5,510	ENSMUSG00000045973.18	protein_coding	230125	Slc25a51	38.036913816	MGI:MGI:2684984	0.058486031	2.912180009	0.00462089443594	0.0283405916
chr5	134,099,711	134,144,330	44,620	+	7,560	ENSMUSG00000015944.9	protein_coding	80909	Castor2	17.502325677	MGI:MGI:1933384	0.101030080	2.912151735	0.00462127299102	0.0283405916
chr1	131,153,181	131,187,658	34,478	+	7,374	ENSMUSG00000026427.16	protein_coding	16865	Eif2d	4.138669462	MGI:MGI:109342	-0.084745233	-2.910707025	0.00464065424597	0.0283446180
chr2	30,413,716	30,415,338	1,623	+	556	ENSMUSG00000087435.1	antisense	NA	Gm16323	0.616958548	NA	0.548718105	2.911467227	0.00463044656537	0.0283446180
chr3	116,148,110	116,149,136	1,027	+	1,027	ENSMUSG00000105729.1	TEC	102633677	5330425B07Rik	0.324812069	MGI:MGI:1924313	-0.286826804	-2.910728536	0.00464036512858	0.0283446180
chr4	41,390,745	41,464,840	74,096	-	8,014	ENSMUSG00000028438.16	protein_coding	109242	Kif24	0.568436483	MGI:MGI:1918345	-0.163631520	-2.911167361	0.00463447057671	0.0283446180
chr4	43,492,900	43,495,921	3,022	+	1,547	ENSMUSG00000028461.12	protein_coding	622404	Ccdc107	12.157082034	MGI:MGI:1913423	0.091234041	2.911585272	0.00462886336553	0.0283446180
chr7	92,639,739	92,647,442	7,704	+	633	ENSMUSG00000098066.2	antisense	102635071	Gm26944	0.699781642	MGI:MGI:5504059	-0.388968351	-2.911781403	0.00462623399027	0.0283446180
chr8	70,072,924	70,080,066	7,143	+	1,901	ENSMUSG00000036151.15	protein_coding	107770	Tm6sf2	0.217319602	MGI:MGI:1933210	-0.499075163	-2.910605022	0.00464202547525	0.0283446180
chr8	124,520,767	124,552,008	31,242	+	4,778	ENSMUSG00000031979.17	protein_coding	76332	Cog2	5.343852893	MGI:MGI:1923582	0.101231725	2.910916963	0.00463783321856	0.0283446180
chr11	59,183,875	59,192,212	8,338	-	1,835	ENSMUSG00000020444.19	protein_coding	14923	Guk1	34.775207572	MGI:MGI:95871	0.073610329	2.910748891	0.00464009154928	0.0283446180
chr11	102,162,497	102,185,229	22,733	-	2,388	ENSMUSG00000020922.11	protein_coding	268490	Lsm12	36.540403155	MGI:MGI:1919592	0.068010660	2.911760115	0.00462651932395	0.0283446180
chr12	111,971,559	112,068,854	97,296	+	5,415	ENSMUSG00000054003.13	protein_coding	74691	Tdrd9	0.100834536	MGI:MGI:1921941	-0.266491442	-2.911298224	0.00463271407669	0.0283446180
chr13	55,319,743	55,321,945	2,203	-	2,015	ENSMUSG00000034789.8	protein_coding	19336	Rab24	16.029558547	MGI:MGI:105065	-0.072661903	-2.911614026	0.00462847780147	0.0283446180
chr17	28,858,411	28,890,309	31,899	+	4,837	ENSMUSG00000043286.12	protein_coding	433091	Pnpla1	0.052914156	MGI:MGI:3617850	-0.644732893	-2.910733928	0.00464029265161	0.0283446180
chr17	45,630,204	45,659,325	29,122	-	2,708	ENSMUSG00000058626.16	protein_coding	268958	Capn11	0.586293951	MGI:MGI:1352490	1.466852699	2.910516508	0.00464321568471	0.0283446180
chr19	38,930,915	38,971,051	40,137	+	7,205	ENSMUSG00000025001.11	protein_coding	15201	Hells	1.421424207	MGI:MGI:106209	-0.122881540	-2.910752785	0.00464003921081	0.0283446180
chrX	139,480,367	139,554,582	74,216	+	3,740	ENSMUSG00000042498.16	protein_coding	102871	Radx	0.308395405	MGI:MGI:2147848	-0.246669702	-2.910394909	0.00464485121685	0.0283459390
chr16	17,835,277	17,891,671	56,395	-	3,811	ENSMUSG00000092470.1	protein_coding	NA	Gm20518	0.083693214	NA	-0.425405319	-2.910287669	0.00464629405738	0.0283460835
chr11	48,751,867	48,753,714	1,848	-	1,848	ENSMUSG00000082454.3	processed_pseudogene	432554	Gm12183	17.313155953	MGI:MGI:3652175	-0.081764669	-2.910067165	0.00464926210658	0.0283555302
chr9	85,687,360	85,749,334	61,975	-	8,628	ENSMUSG00000035941.15	protein_coding	108837	Ibtk	6.523958528	MGI:MGI:1918677	-0.064283773	-2.909914451	0.00465131869201	0.0283594138
chr7	55,927,177	55,928,908	1,732	-	1,732	ENSMUSG00000108701.1	TEC	NA	Gm44616	0.503700979	NA	0.248957436	2.909623821	0.00465523490536	0.0283610888
chr10	128,697,939	128,705,003	7,065	-	6,219	ENSMUSG00000025358.16	protein_coding	12566	Cdk2	1.182484746	MGI:MGI:104772	-0.089255490	-2.909577963	0.00465585312460	0.0283610888
chr11	116,671,604	116,685,072	13,469	+	3,353	ENSMUSG00000020812.18	antisense	66293	Snhg16	2.327030546	MGI:MGI:1913543	0.129425424	2.909652363	0.00465485016955	0.0283610888
chr5	33,653,216	33,658,416	5,201	-	3,179	ENSMUSG00000019295.8	protein_coding	68366	Tmem129	5.885155341	MGI:MGI:1915616	0.086052050	2.909313860	0.00465941496089	0.0283741324
chr4	99,829,198	99,912,610	83,413	+	2,259	ENSMUSG00000073791.12	protein_coding	230500	Efcab7	1.190275656	MGI:MGI:2385199	-0.146461094	-2.909206303	0.00466086625809	0.0283743196
chr4	130,360,132	130,390,026	29,895	+	3,987	ENSMUSG00000074088.6	protein_coding	66585	Snrnp40	11.003998407	MGI:MGI:1913835	0.066275453	2.909081402	0.00466255210054	0.0283759341
chr11	48,978,889	49,135,387	156,499	+	4,724	ENSMUSG00000040328.16	protein_coding	18356	Olfr56	0.131775023	MGI:MGI:1333785	-0.678945381	-2.908636206	0.00466856568562	0.0283953138
chr13	59,585,259	59,635,922	50,664	+	8,861	ENSMUSG00000021555.15	protein_coding	78689	Naa35	7.497629140	MGI:MGI:1925939	-0.057675267	-2.908635170	0.00466857968585	0.0283953138
chr1	162,670,725	162,740,525	69,801	-	16,092	ENSMUSG00000040225.15	protein_coding	226562	Prrc2c	9.697626652	MGI:MGI:1913754	-0.120249552	-2.908227237	0.00467409621949	0.0284202124
chr9	45,930,112	45,933,738	3,627	+	2,536	ENSMUSG00000111521.1	antisense	NA	Gm48529	0.660880546	NA	0.173531273	2.906957513	0.00469130535121	0.0285161695
chr4	155,869,546	155,888,685	19,140	+	3,067	ENSMUSG00000029034.9	protein_coding	71957	Ints11	10.850623772	MGI:MGI:1919207	-0.064581610	-2.906329062	0.00469984462801	0.0285536466
chr11	97,627,389	97,629,702	2,314	-	2,314	ENSMUSG00000043439.5	protein_coding	103551	Epop	13.862450649	MGI:MGI:2143991	0.164500925	2.906293377	0.00470032993227	0.0285536466
chr19	12,460,779	12,465,283	4,505	+	4,334	ENSMUSG00000046805.10	protein_coding	17476	Mpeg1	8.364297492	MGI:MGI:1333743	0.165782576	2.906089560	0.00470310269673	0.0285618040
chr11	4,218,225	4,222,409	4,185	+	1,574	ENSMUSG00000020424.3	protein_coding	71962	Castor1	0.974120432	MGI:MGI:1919212	0.187646405	2.905931200	0.00470525810426	0.0285662083
chr10	7,629,373	7,681,136	51,764	-	4,718	ENSMUSG00000019795.17	protein_coding	18537	Pcmt1	29.152435994	MGI:MGI:97502	0.053328874	2.905697086	0.00470844623590	0.0285768779
chr2	136,501,910	136,562,091	60,182	+	7,185	ENSMUSG00000074771.10	protein_coding	319196	Ankef1	0.116396637	MGI:MGI:2441685	-0.216589212	-2.904711267	0.00472189287156	0.0286497838
chr3	53,725,477	53,733,018	7,542	+	726	ENSMUSG00000105168.1	lincRNA	102632743	Gm30735	0.227111925	MGI:MGI:5589894	-0.438816814	-2.904348916	0.00472684424694	0.0286711166
chr4	103,563,402	103,564,529	1,128	+	1,128	ENSMUSG00000059195.10	processed_pseudogene	100039940	Gm12715	6.966642033	MGI:MGI:3650759	-0.197493771	-2.903867093	0.00473343556735	0.0287023807
chr2	125,673,095	125,674,785	1,691	+	1,691	ENSMUSG00000091337.3	protein_coding	58521	Eid1	245.105987777	MGI:MGI:1889651	0.063360018	2.903490343	0.00473859540659	0.0287249483
chr1	34,678,188	34,812,739	134,552	+	9,861	ENSMUSG00000037509.21	protein_coding	226970	Arhgef4	10.426685963	MGI:MGI:2442507	0.060433710	2.903272169	0.00474158580633	0.0287256399
chr18	34,732,993	34,751,533	18,541	-	4,919	ENSMUSG00000044201.10	protein_coding	12532	Cdc25c	0.787285496	MGI:MGI:88350	-0.140321487	-2.903293645	0.00474129137217	0.0287256399
chr3	21,997,678	21,998,468	791	-	791	ENSMUSG00000106321.1	lincRNA	NA	Gm43674	1.658263310	NA	0.249313747	2.903029345	0.00474491611372	0.0287370996
chr11	58,171,661	58,179,565	7,905	+	981	ENSMUSG00000020514.8	protein_coding	216767	Mrpl22	16.251678897	MGI:MGI:1333794	0.085090290	2.902081633	0.00475793454853	0.0288072097
chr5	35,091,501	35,105,766	14,266	-	4,116	ENSMUSG00000029103.16	protein_coding	16976	Lrpap1	29.249238956	MGI:MGI:96829	0.062463405	2.901807233	0.00476171004569	0.0288213323
chr8	25,601,601	25,714,970	113,370	+	16,513	ENSMUSG00000054823.16	protein_coding	234135	Nsd3	5.897178131	MGI:MGI:2142581	-0.080139288	-2.901550790	0.00476524095383	0.0288339663
chr12	110,590,512	110,592,700	2,189	+	2,189	ENSMUSG00000113361.1	lincRNA	319786	B930059L03Rik	0.359076326	MGI:MGI:2442724	0.246760708	2.900857205	0.00477480288790	0.0288830748
chr5	122,371,876	122,382,841	10,966	+	2,508	ENSMUSG00000029464.10	protein_coding	68080	Gpn3	5.459083633	MGI:MGI:1289326	0.104429045	2.900655524	0.00477758661930	0.0288911641
chr10	102,415,883	102,418,014	2,132	+	2,132	ENSMUSG00000111990.1	lincRNA	NA	Gm47033	0.860621835	NA	-0.210282449	-2.900549833	0.00477904603957	0.0288912426
chr9	55,010,111	55,026,562	16,452	-	5,265	ENSMUSG00000032303.8	protein_coding	110834	Chrna3	0.775635424	MGI:MGI:87887	-0.200041071	-2.900438832	0.00478057921860	0.0288917668
chr9	42,518,135	42,944,493	426,359	-	5,962	ENSMUSG00000032017.14	protein_coding	110637	Grik4	3.267674013	MGI:MGI:95817	0.095916072	2.900308894	0.00478237454710	0.0288938745
chr1	60,409,619	60,481,158	71,540	+	8,543	ENSMUSG00000026782.15	protein_coding	329165	Abi2	29.867270351	MGI:MGI:106913	0.077656652	2.900043994	0.00478603653028	0.0289072554
chr19	58,973,356	59,076,069	102,714	-	6,172	ENSMUSG00000041362.17	protein_coding	71653	Shtn1	31.846659305	MGI:MGI:1918903	-0.063300463	-2.899588326	0.00479234173803	0.0289365882
chr3	66,219,910	66,225,805	5,896	+	2,682	ENSMUSG00000027832.5	protein_coding	19288	Ptx3	1.627607485	MGI:MGI:104641	-0.138891003	-2.899109277	0.00479897871892	0.0289504080
chr6	7,997,808	8,192,617	194,810	-	4,904	ENSMUSG00000068794.7	protein_coding	213945	Col28a1	0.194397005	MGI:MGI:2685312	-0.198628471	-2.899109492	0.00479897574355	0.0289504080
chr7	12,927,416	12,931,072	3,657	+	3,239	ENSMUSG00000033967.4	protein_coding	381845	Rnf225	0.352238935	MGI:MGI:1924198	-0.188292527	-2.899207729	0.00479761402667	0.0289504080
chr1	91,415,982	91,459,324	43,343	-	5,856	ENSMUSG00000055866.9	protein_coding	18627	Per2	3.195616962	MGI:MGI:1195265	0.180567396	2.898914454	0.00480168032943	0.0289579598
chr1	167,308,378	167,333,978	25,601	+	4,764	ENSMUSG00000052428.10	protein_coding	68944	Tmco1	6.817714981	MGI:MGI:1921173	-0.090476570	-2.898365275	0.00480930330391	0.0289725625
chr2	156,613,705	156,764,361	150,657	+	8,451	ENSMUSG00000061689.15	protein_coding	228836	Dlgap4	30.923625636	MGI:MGI:2138865	-0.061378558	-2.898346797	0.00480955998233	0.0289725625
chr3	95,676,201	95,687,917	11,717	-	4,198	ENSMUSG00000015850.11	protein_coding	229595	Adamtsl4	0.268154280	MGI:MGI:2389008	0.353755014	2.898217657	0.00481135424748	0.0289725625
chr10	5,593,775	5,606,904	13,130	+	2,845	ENSMUSG00000046916.9	protein_coding	68632	Myct1	0.948081216	MGI:MGI:1915882	-0.263707224	-2.898629864	0.00480562923674	0.0289725625
chrX	20,687,954	20,699,799	11,846	+	4,378	ENSMUSG00000031065.14	protein_coding	18555	Cdk16	56.119216401	MGI:MGI:97516	0.040775902	2.898312866	0.00481003135501	0.0289725625
chr1	185,447,116	185,455,568	8,453	-	2,761	ENSMUSG00000097615.1	antisense	100039138	Gm2061	2.385516420	MGI:MGI:3780228	0.098161082	2.898108316	0.00481287389461	0.0289729787
chr13	47,022,482	47,044,737	22,256	-	3,682	ENSMUSG00000021376.11	protein_coding	22017	Tpmt	2.031084124	MGI:MGI:98812	-0.129793533	-2.898003512	0.00481433090589	0.0289730176
chr7	126,571,207	126,585,817	14,611	-	5,781	ENSMUSG00000030720.16	protein_coding	12752	Cln3	1.741922005	MGI:MGI:107537	-0.122148332	-2.897765321	0.00481764382026	0.0289842222
chr11	96,789,127	96,808,640	19,514	+	4,273	ENSMUSG00000018666.13	protein_coding	12412	Cbx1	14.797156896	MGI:MGI:105369	-0.080236939	-2.897655818	0.00481916756020	0.0289846591
chr3	65,528,410	65,555,518	27,109	+	4,358	ENSMUSG00000034640.9	protein_coding	99929	Tiparp	5.198038873	MGI:MGI:2159210	0.106030363	2.897098274	0.00482693269647	0.0290226230
chr5	135,012,114	135,013,253	1,140	-	701	ENSMUSG00000085042.8	transcribed_unitary_pseudogene	69812	Abhd11os	0.355128426	MGI:MGI:1917062	0.660981998	2.896874403	0.00483005388009	0.0290239158
chr19	4,007,384	4,012,759	5,376	-	2,634	ENSMUSG00000037916.14	protein_coding	17995	Ndufv1	46.002799812	MGI:MGI:107851	0.064354098	2.896942442	0.00482910509769	0.0290239158
chr2	35,400,179	35,463,231	63,053	-	4,709	ENSMUSG00000035778.17	protein_coding	14594	Ggta1	1.495982897	MGI:MGI:95704	-0.096329686	-2.896591316	0.00483400331733	0.0290389120
chr1	25,830,657	25,831,878	1,222	+	1,222	ENSMUSG00000104516.1	TEC	108167844	Gm9884	0.556101390	MGI:MGI:3642830	0.224444998	2.896126742	0.00484049117104	0.0290540927
chr6	31,605,190	31,798,053	192,864	+	6,805	ENSMUSG00000086804.8	lincRNA	NA	Gm43154	0.069635145	NA	-0.425139289	-2.896138475	0.00484032721820	0.0290540927
chr15	32,920,723	33,034,935	114,213	+	3,527	ENSMUSG00000022261.6	protein_coding	15529	Sdc2	8.163130714	MGI:MGI:1349165	0.097166248	2.896097903	0.00484089417993	0.0290540927
chrY	1,048,393	1,049,134	742	+	742	ENSMUSG00000099876.1	lincRNA	NA	Gm29650	0.748052688	NA	-0.234555973	-2.895929615	0.00484324651169	0.0290594791
chr11	70,977,836	70,983,026	5,191	-	2,826	ENSMUSG00000018446.8	protein_coding	12261	C1qbp	22.124383815	MGI:MGI:1194505	0.064703616	2.895756874	0.00484566218301	0.0290652422
chr8	56,531,522	56,550,843	19,322	-	6,096	ENSMUSG00000038215.15	protein_coding	382010	Cep44	1.782755789	MGI:MGI:3525111	0.081732867	2.895477795	0.00484956725770	0.0290799329
chr10	80,622,838	80,640,741	17,904	+	4,835	ENSMUSG00000003345.16	protein_coding	103236	Csnk1g2	25.474254205	MGI:MGI:1920014	0.061478798	2.895270609	0.00485246824031	0.0290885956
chr3	103,102,604	103,169,769	67,166	+	6,858	ENSMUSG00000007379.15	protein_coding	329727	Dennd2c	0.880049089	MGI:MGI:3036254	-0.174613148	-2.894654637	0.00486110239167	0.0291316109
chr11	58,888,153	58,904,225	16,073	-	3,890	ENSMUSG00000037001.10	protein_coding	22698	Zfp39	3.970386524	MGI:MGI:99183	0.109426895	2.893260147	0.00488070145038	0.0292315235
chr16	91,676,808	91,688,765	11,958	-	3,130	ENSMUSG00000022960.13	protein_coding	60364	Donson	4.316334088	MGI:MGI:1890621	-0.102206049	-2.893331823	0.00487969230274	0.0292315235
chrX	20,925,454	20,931,555	6,102	-	1,736	ENSMUSG00000001128.7	protein_coding	18636	Cfp	2.917937888	MGI:MGI:97545	-0.181407974	-2.892895753	0.00488583487135	0.0292534969
chr1	42,694,925	42,744,791	49,867	+	1,712	ENSMUSG00000093436.6	sense_overlapping	NA	Gm20646	1.247545318	NA	0.183702827	2.892777258	0.00488750524359	0.0292547287
chr10	13,005,343	13,009,183	3,841	+	3,841	ENSMUSG00000078348.4	protein_coding	66125	Sf3b5	7.273319005	MGI:MGI:1913375	0.084178752	2.892534024	0.00489093565160	0.0292664915
chr10	25,169,090	25,307,870	138,781	-	4,375	ENSMUSG00000039166.16	protein_coding	432442	Akap7	23.173243924	MGI:MGI:1859150	0.109716085	2.892000986	0.00489846103106	0.0293027435
chr1	105,780,718	105,847,981	67,264	+	5,985	ENSMUSG00000026321.7	protein_coding	21934	Tnfrsf11a	0.510479867	MGI:MGI:1314891	0.123945823	2.891000623	0.00491261284581	0.0293572318
chr5	124,112,297	124,115,483	3,187	+	2,260	ENSMUSG00000023707.13	protein_coding	66627	Ogfod2	9.470020706	MGI:MGI:1913877	0.074396716	2.890630521	0.00491785809612	0.0293572318
chr6	125,494,424	125,509,135	14,712	+	2,982	ENSMUSG00000101162.2	processed_transcript	102635868	Gm26728	0.125959480	MGI:MGI:5477222	0.298958946	2.891056197	0.00491182567546	0.0293572318
chr7	29,170,210	29,173,912	3,703	+	2,800	ENSMUSG00000031493.10	protein_coding	243897	Ggn	0.335009438	MGI:MGI:2181461	-0.201250179	-2.890721301	0.00491657105138	0.0293572318
chr11	73,135,485	73,138,294	2,810	-	2,810	ENSMUSG00000050107.2	protein_coding	14841	Haspin	0.568540220	MGI:MGI:1194498	-0.138057805	-2.890713419	0.00491668278137	0.0293572318
chr11	86,583,865	86,683,836	99,972	-	3,862	ENSMUSG00000018171.9	protein_coding	75909	Vmp1	20.180732349	MGI:MGI:1923159	0.060822313	2.890873568	0.00491441294454	0.0293572318
