chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr2	35,081,861	35,101,543	19,683	-	3,050	ENSMUSG00000035875.15	protein_coding	98870	AI182371	0.127166962	MGI:MGI:2138853	-0.406305416	-3.256095328	0.002516327	0.049985019
chr6	78,466,269	78,468,872	2,604	-	2,114	ENSMUSG00000030017.2	protein_coding	19695	Reg3g	1.985193431	MGI:MGI:109406	-1.206190987	-3.255298711	0.002521730	0.049985019
chr6	83,805,401	83,831,741	26,341	-	6,335	ENSMUSG00000045896.14	protein_coding	232164	Paip2b	20.252724053	MGI:MGI:2386865	0.071495468	3.255741288	0.002518727	0.049985019
chr7	84,613,766	84,689,957	76,192	-	4,508	ENSMUSG00000030629.15	protein_coding	65098	Zfand6	15.490567425	MGI:MGI:1929510	0.135590241	3.257746085	0.002505165	0.049985019
chr14	6,405,827	6,412,482	6,656	-	1,745	ENSMUSG00000096904.7	protein_coding	NA	Lamtor3-ps	0.898425171	NA	0.279826601	3.256415315	0.002514160	0.049985019
chr14	36,874,936	36,968,687	93,752	-	8,715	ENSMUSG00000058690.14	protein_coding	72972	Ccser2	16.599167506	MGI:MGI:101859	0.110299360	3.256255190	0.002515244	0.049985019
chr15	79,690,845	79,721,479	30,635	+	4,001	ENSMUSG00000042535.9	protein_coding	14904	Gtpbp1	19.483729951	MGI:MGI:109443	0.099078884	3.257488418	0.002506904	0.049985019
chr17	22,197,265	22,225,616	28,352	-	4,882	ENSMUSG00000096433.2	protein_coding	240038	Zfp994	1.781143993	MGI:MGI:3643318	-0.241141696	-3.255181763	0.002522524	0.049985019
chr19	42,090,470	42,122,031	31,562	+	6,692	ENSMUSG00000025178.9	protein_coding	84095	Pi4k2a	9.930458629	MGI:MGI:1934031	0.089968143	3.255345714	0.002521411	0.049985019
chr3	90,692,632	90,695,711	3,080	-	522	ENSMUSG00000056071.12	protein_coding	20202	S100a9	75.673427495	MGI:MGI:1338947	-0.813118689	-3.254355032	0.002528145	0.049997200
chr7	143,513,579	143,549,092	35,514	-	3,094	ENSMUSG00000059119.9	protein_coding	17955	Nap1l4	59.127314406	MGI:MGI:1316687	0.073546743	3.254685588	0.002525896	0.049997200
